Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobRole,MaritalStatus,MonthlyIncome,YearsAtCompany,prediction
49,Travel_Rarely,Research & Development,8,2,Female,Laboratory Technician,Married,7403,26,0
48,Travel_Rarely,Research & Development,20,4,Male,Research Scientist,Married,2259,0,0
31,Non-Travel,Sales,20,2,Female,Sales Executive,Married,6932,9,0
36,Travel_Rarely,Research & Development,7,4,Male,Research Scientist,Single,4678,6,0
38,Travel_Rarely,Research & Development,1,3,Female,Research Director,Married,13582,15,0
32,Non-Travel,Research & Development,1,3,Female,Laboratory Technician,Married,2332,3,0
25,Travel_Rarely,Sales,19,2,Male,Sales Representative,Married,2413,1,1
40,Travel_Rarely,Sales,10,4,Male,Sales Executive,Divorced,9705,1,0
26,Travel_Frequently,Sales,1,3,Male,Sales Executive,Single,4294,7,0
41,Travel_Rarely,Research & Development,6,3,Male,Laboratory Technician,Single,4721,18,0
36,Travel_Rarely,Research & Development,2,4,Male,Laboratory Technician,Single,2519,11,0
19,Travel_Rarely,Sales,21,3,Male,Sales Representative,Single,2121,1,1
20,Travel_Rarely,Research & Development,4,3,Male,Laboratory Technician,Single,2973,1,1
31,Travel_Rarely,Research & Development,12,3,Female,Healthcare Representative,Married,5855,9,0
40,Travel_Frequently,Research & Development,9,4,Male,Research Scientist,Divorced,3617,1,0
32,Travel_Rarely,Research & Development,3,4,Female,Manufacturing Director,Married,6725,8,0
36,Travel_Rarely,Sales,3,1,Male,Sales Executive,Married,10325,16,1
33,Travel_Rarely,Research & Development,1,3,Female,Healthcare Representative,Single,6949,5,0
37,Travel_Rarely,Sales,1,4,Male,Sales Executive,Married,10609,14,1
45,Non-Travel,Research & Development,4,2,Male,Laboratory Technician,Married,4447,9,0
29,Travel_Frequently,Sales,20,3,Female,Sales Representative,Married,2157,3,0
35,Travel_Rarely,Sales,18,3,Female,Sales Executive,Married,4601,5,0
52,Travel_Rarely,Research & Development,1,2,Male,Manager,Married,17099,9,0
58,Travel_Rarely,Research & Development,2,3,Male,Research Scientist,Single,2479,1,1
53,Travel_Rarely,Sales,2,2,Male,Manager,Divorced,14852,17,0
30,Travel_Rarely,Sales,8,2,Male,Sales Executive,Divorced,7264,8,0
38,Non-Travel,Sales,10,3,Female,Sales Executive,Single,5666,5,0
35,Travel_Rarely,Sales,3,4,Male,Sales Executive,Divorced,7823,10,0
39,Travel_Rarely,Sales,2,5,Male,Sales Executive,Single,7880,8,0
40,Non-Travel,Sales,24,3,Female,Sales Executive,Single,13194,1,1
47,Travel_Frequently,Research & Development,16,4,Male,Manufacturing Director,Divorced,5067,19,0
36,Non-Travel,Sales,8,4,Male,Sales Executive,Divorced,5079,7,0
31,Non-Travel,Research & Development,9,2,Male,Research Scientist,Single,2321,3,1
33,Non-Travel,Sales,17,3,Male,Manager,Single,17444,10,0
29,Travel_Rarely,Research & Development,10,3,Female,Research Scientist,Single,2404,0,1
33,Travel_Rarely,Research & Development,13,1,Female,Research Scientist,Single,3452,3,0
45,Travel_Rarely,Research & Development,1,4,Female,Laboratory Technician,Divorced,2270,5,0
50,Travel_Rarely,Research & Development,1,2,Male,Research Director,Divorced,17399,5,0
33,Travel_Frequently,Research & Development,1,4,Female,Healthcare Representative,Married,5488,6,0
41,Travel_Frequently,Research & Development,9,3,Male,Research Director,Divorced,19419,18,0
27,Travel_Rarely,Research & Development,16,4,Female,Laboratory Technician,Married,2811,2,0
45,Non-Travel,Research & Development,23,2,Male,Laboratory Technician,Married,3633,9,0
47,Travel_Rarely,Sales,4,2,Female,Sales Executive,Single,4163,9,0
30,Travel_Rarely,Research & Development,22,3,Female,Research Scientist,Married,2132,5,1
50,Travel_Rarely,Research & Development,24,3,Male,Manufacturing Director,Married,13973,12,0
38,Travel_Frequently,Research & Development,10,1,Male,Research Scientist,Married,2684,2,0
46,Travel_Rarely,Research & Development,7,2,Male,Manufacturing Director,Divorced,10845,8,0
24,Travel_Rarely,Research & Development,17,1,Female,Manufacturing Director,Divorced,4377,4,0
35,Travel_Rarely,Research & Development,14,4,Male,Laboratory Technician,Divorced,3743,4,1
31,Travel_Frequently,Research & Development,1,1,Female,Manufacturing Director,Married,4148,4,0
18,Non-Travel,Research & Development,5,2,Male,Research Scientist,Single,1051,0,0
54,Travel_Rarely,Research & Development,17,3,Female,Manufacturing Director,Married,10739,10,0
35,Travel_Rarely,Research & Development,25,4,Female,Healthcare Representative,Divorced,10388,16,0
30,Travel_Rarely,Research & Development,8,2,Female,Research Director,Married,11416,8,0
20,Travel_Rarely,Research & Development,11,3,Female,Research Scientist,Single,2600,1,1
30,Travel_Frequently,Research & Development,5,3,Female,Laboratory Technician,Single,2422,3,1
26,Travel_Rarely,Research & Development,2,2,Male,Manufacturing Director,Married,5472,8,0
22,Travel_Rarely,Research & Development,8,1,Male,Laboratory Technician,Married,2451,4,0
48,Travel_Rarely,Research & Development,6,3,Male,Healthcare Representative,Single,4240,2,0
48,Travel_Rarely,Research & Development,4,4,Male,Healthcare Representative,Single,10999,15,0
41,Travel_Rarely,Research & Development,7,2,Female,Manufacturing Director,Single,5003,2,0
39,Travel_Rarely,Research & Development,1,1,Female,Manufacturing Director,Married,12742,21,0
27,Travel_Rarely,Research & Development,2,4,Female,Manufacturing Director,Married,4227,3,0
35,Travel_Rarely,Research & Development,10,3,Male,Laboratory Technician,Divorced,3917,3,0
42,Travel_Rarely,Sales,5,2,Male,Manager,Married,18303,1,0
50,Travel_Rarely,Research & Development,9,3,Male,Laboratory Technician,Married,2380,1,0
59,Travel_Rarely,Research & Development,2,3,Female,Manufacturing Director,Single,13726,5,0
37,Travel_Rarely,Research & Development,11,2,Female,Healthcare Representative,Married,4777,1,1
55,Travel_Frequently,Research & Development,18,4,Male,Healthcare Representative,Married,6385,8,0
41,Non-Travel,Research & Development,7,1,Female,Research Director,Divorced,19973,21,0
38,Travel_Rarely,Sales,3,4,Male,Sales Executive,Single,6861,1,0
26,Non-Travel,Sales,29,2,Male,Sales Executive,Single,4969,2,1
52,Travel_Rarely,Sales,2,1,Female,Manager,Married,19845,32,1
44,Travel_Rarely,Sales,28,3,Female,Sales Executive,Married,13320,12,0
50,Non-Travel,Sales,1,3,Female,Sales Executive,Married,6347,18,0
36,Travel_Rarely,Research & Development,16,4,Female,Laboratory Technician,Single,2743,17,1
39,Travel_Frequently,Research & Development,22,3,Female,Manufacturing Director,Single,10880,21,0
33,Non-Travel,Sales,8,1,Female,Sales Representative,Single,2342,2,0
45,Travel_Rarely,Sales,11,2,Female,Manager,Married,17650,9,0
32,Non-Travel,Research & Development,29,4,Female,Laboratory Technician,Single,4025,8,0
34,Travel_Rarely,Sales,1,4,Male,Sales Executive,Divorced,9725,15,0
59,Travel_Rarely,Sales,1,2,Male,Manager,Married,11904,6,0
45,Travel_Rarely,Human Resources,24,4,Male,Human Resources,Single,2177,6,0
53,Travel_Frequently,Sales,2,3,Female,Sales Executive,Married,7525,15,0
36,Travel_Rarely,Research & Development,15,3,Male,Laboratory Technician,Divorced,4834,1,1
26,Travel_Frequently,Research & Development,2,3,Male,Research Scientist,Married,2042,3,1
34,Travel_Rarely,Sales,10,4,Female,Sales Representative,Married,2220,1,0
28,Travel_Rarely,Sales,10,1,Male,Sales Representative,Married,1052,1,0
38,Travel_Frequently,Research & Development,3,4,Male,Research Scientist,Married,2821,2,0
50,Travel_Rarely,Research & Development,2,4,Male,Research Director,Married,19237,8,0
37,Travel_Rarely,Research & Development,3,3,Female,Healthcare Representative,Single,4107,4,0
40,Travel_Rarely,Sales,26,3,Male,Sales Executive,Married,8396,7,0
26,Travel_Frequently,Research & Development,1,1,Female,Research Scientist,Divorced,2007,5,0
46,Travel_Rarely,Research & Development,1,4,Male,Research Director,Divorced,19627,2,0
54,Travel_Rarely,Sales,2,4,Female,Sales Executive,Married,10686,9,0
56,Travel_Frequently,Research & Development,9,3,Female,Research Scientist,Married,2942,5,0
36,Travel_Rarely,Research & Development,12,5,Female,Manufacturing Director,Single,8858,14,0
55,Non-Travel,Research & Development,2,1,Male,Manager,Single,16756,9,0
43,Travel_Rarely,Sales,25,3,Male,Sales Executive,Divorced,10798,1,0
20,Travel_Frequently,Sales,9,3,Female,Sales Representative,Single,2323,2,1
21,Travel_Rarely,Research & Development,10,3,Female,Laboratory Technician,Single,1416,1,1
46,Travel_Rarely,Research & Development,8,4,Female,Research Scientist,Divorced,4615,16,0
51,Travel_Rarely,Research & Development,4,4,Male,Research Scientist,Married,2461,10,1
28,Non-Travel,Research & Development,24,2,Male,Healthcare Representative,Single,8722,10,1
26,Travel_Rarely,Research & Development,1,2,Male,Laboratory Technician,Married,3955,5,0
30,Travel_Rarely,Research & Development,20,3,Male,Manufacturing Director,Married,9957,6,0
41,Travel_Rarely,Research & Development,7,2,Female,Research Scientist,Married,3376,10,0
38,Travel_Rarely,Research & Development,17,1,Female,Healthcare Representative,Married,8823,19,0
40,Travel_Rarely,Research & Development,20,4,Male,Healthcare Representative,Married,10322,11,0
27,Non-Travel,Research & Development,8,5,Male,Laboratory Technician,Married,4621,3,0
55,Travel_Frequently,Research & Development,2,1,Male,Manufacturing Director,Married,10976,3,0
28,Travel_Rarely,Research & Development,10,3,Female,Research Scientist,Single,3660,8,0
44,Travel_Rarely,Human Resources,1,2,Male,Human Resources,Married,10482,20,1
33,Travel_Rarely,Research & Development,5,3,Male,Healthcare Representative,Divorced,7119,3,0
35,Travel_Rarely,Sales,4,3,Male,Sales Executive,Single,9582,8,1
33,Travel_Frequently,Research & Development,29,4,Female,Research Scientist,Single,4508,13,1
28,Travel_Rarely,Research & Development,15,2,Male,Laboratory Technician,Divorced,2207,4,0
34,Travel_Frequently,Research & Development,3,1,Male,Healthcare Representative,Single,7756,6,0
37,Travel_Rarely,Sales,10,4,Female,Sales Executive,Divorced,6694,1,0
25,Travel_Rarely,Research & Development,4,1,Male,Laboratory Technician,Married,3691,7,1
26,Travel_Rarely,Research & Development,21,3,Male,Laboratory Technician,Divorced,2377,1,1
33,Travel_Rarely,Research & Development,25,3,Male,Research Scientist,Single,2313,2,1
42,Travel_Rarely,Research & Development,2,2,Male,Manager,Married,17665,22,0
28,Travel_Frequently,Research & Development,1,3,Male,Laboratory Technician,Divorced,2596,1,1
50,Travel_Frequently,Sales,1,4,Male,Sales Executive,Single,4728,0,1
33,Travel_Frequently,Sales,7,3,Female,Sales Executive,Married,4302,3,0
34,Non-Travel,Research & Development,3,4,Male,Research Scientist,Married,2979,0,0
48,Non-Travel,Research & Development,1,4,Male,Manager,Single,16885,5,0
45,Non-Travel,Sales,9,4,Female,Sales Executive,Married,5593,15,0
52,Travel_Rarely,Research & Development,7,4,Male,Healthcare Representative,Single,10445,8,0
38,Travel_Rarely,Sales,10,4,Male,Sales Executive,Divorced,8740,8,0
29,Travel_Rarely,Research & Development,28,4,Female,Research Scientist,Divorced,2514,7,0
28,Travel_Rarely,Research & Development,3,3,Female,Manufacturing Director,Divorced,7655,9,0
46,Travel_Rarely,Sales,3,1,Male,Manager,Married,17465,12,0
38,Travel_Rarely,Sales,2,2,Male,Sales Executive,Single,7351,1,0
43,Travel_Frequently,Research & Development,27,3,Female,Manufacturing Director,Married,10820,8,0
39,Travel_Frequently,Research & Development,2,3,Male,Healthcare Representative,Divorced,12169,18,1
40,Travel_Rarely,Research & Development,14,3,Male,Research Director,Single,19626,20,0
21,Travel_Rarely,Research & Development,1,1,Female,Research Scientist,Single,2070,2,0
39,Non-Travel,Research & Development,9,3,Male,Laboratory Technician,Single,6782,5,0
36,Non-Travel,Research & Development,18,4,Male,Manufacturing Director,Single,7779,11,0
31,Travel_Frequently,Sales,20,3,Male,Sales Representative,Married,2791,2,0
28,Travel_Rarely,Research & Development,2,1,Male,Research Scientist,Married,3201,5,0
35,Travel_Frequently,Sales,11,2,Male,Sales Executive,Divorced,4968,5,0
49,Travel_Rarely,Sales,8,4,Male,Sales Executive,Married,13120,9,0
34,Travel_Frequently,Research & Development,2,2,Male,Manufacturing Director,Single,4033,3,0
29,Travel_Frequently,Research & Development,10,3,Female,Research Scientist,Divorced,3291,7,0
42,Travel_Rarely,Research & Development,29,3,Male,Laboratory Technician,Single,4272,1,0
29,Travel_Rarely,Research & Development,8,1,Male,Manufacturing Director,Married,5056,10,0
38,Travel_Rarely,Human Resources,1,3,Male,Human Resources,Married,2844,7,0
28,Travel_Frequently,Research & Development,6,3,Male,Research Scientist,Divorced,2703,3,0
18,Non-Travel,Research & Development,8,1,Male,Laboratory Technician,Single,1904,0,1
33,Travel_Rarely,Sales,9,4,Female,Sales Executive,Single,8224,5,1
41,Travel_Rarely,Research & Development,12,4,Male,Laboratory Technician,Married,4766,1,0
31,Travel_Frequently,Research & Development,15,3,Male,Laboratory Technician,Married,2610,2,1
37,Travel_Rarely,Research & Development,25,2,Female,Healthcare Representative,Divorced,5731,6,0
27,Travel_Rarely,Research & Development,6,3,Male,Research Scientist,Married,2539,4,0
34,Travel_Rarely,Sales,9,1,Female,Sales Executive,Married,5714,6,0
35,Travel_Rarely,Human Resources,8,4,Male,Human Resources,Single,4323,5,0
29,Travel_Rarely,Sales,23,1,Female,Sales Executive,Married,7336,11,1
40,Travel_Frequently,Research & Development,9,4,Female,Research Director,Single,13499,18,0
42,Travel_Frequently,Sales,12,3,Male,Sales Executive,Single,13758,21,1
42,Travel_Rarely,Sales,4,4,Male,Sales Executive,Single,5155,6,0
35,Travel_Rarely,Research & Development,1,4,Male,Laboratory Technician,Married,2258,8,0
24,Travel_Rarely,Research & Development,24,3,Male,Laboratory Technician,Single,3597,4,0
28,Travel_Rarely,Research & Development,12,1,Female,Laboratory Technician,Married,2515,1,1
26,Travel_Rarely,Research & Development,3,4,Male,Laboratory Technician,Married,4420,8,0
30,Travel_Rarely,Sales,10,3,Male,Sales Executive,Married,6578,10,0
40,Travel_Frequently,Research & Development,26,2,Female,Research Scientist,Married,4422,1,0
35,Travel_Rarely,Research & Development,2,3,Male,Manufacturing Director,Divorced,10274,7,0
34,Travel_Frequently,Research & Development,1,3,Male,Healthcare Representative,Single,5343,13,0
35,Travel_Frequently,Research & Development,4,4,Male,Laboratory Technician,Married,2376,2,0
43,Travel_Rarely,Sales,9,3,Female,Sales Executive,Single,5346,4,1
32,Non-Travel,Sales,2,1,Female,Sales Representative,Divorced,2827,1,0
56,Travel_Rarely,Research & Development,4,4,Female,Manager,Divorced,19943,5,0
29,Travel_Rarely,Research & Development,6,1,Female,Laboratory Technician,Married,3131,10,0
19,Travel_Rarely,Research & Development,9,2,Male,Research Scientist,Single,2552,1,0
45,Travel_Rarely,Research & Development,7,3,Female,Research Scientist,Married,4477,3,0
37,Travel_Rarely,Research & Development,1,3,Female,Manufacturing Director,Married,6474,14,0
20,Travel_Rarely,Research & Development,3,3,Male,Laboratory Technician,Single,3033,2,0
44,Travel_Rarely,Research & Development,10,4,Male,Research Scientist,Single,2936,6,1
53,Travel_Rarely,Research & Development,7,2,Female,Manager,Divorced,18606,7,0
29,Travel_Rarely,Research & Development,15,1,Female,Research Scientist,Married,2168,5,0
22,Travel_Frequently,Research & Development,3,4,Male,Research Scientist,Married,2853,0,1
46,Travel_Rarely,Sales,2,3,Female,Manager,Married,17048,26,0
44,Non-Travel,Research & Development,17,3,Male,Research Scientist,Single,2290,0,0
33,Travel_Rarely,Human Resources,2,3,Male,Human Resources,Married,3600,5,0
41,Non-Travel,Research & Development,5,2,Male,Research Scientist,Divorced,2107,1,1
30,Travel_Rarely,Sales,29,4,Male,Sales Executive,Divorced,4115,4,0
40,Travel_Frequently,Sales,2,4,Male,Sales Executive,Married,4327,0,0
50,Travel_Frequently,Research & Development,2,3,Female,Manager,Married,17856,2,0
28,Travel_Rarely,Research & Development,19,4,Male,Laboratory Technician,Married,3196,6,0
46,Travel_Rarely,Research & Development,15,2,Male,Research Director,Married,19081,4,0
35,Travel_Rarely,Sales,17,4,Male,Sales Executive,Married,8966,7,0
24,Travel_Rarely,Research & Development,17,2,Female,Laboratory Technician,Married,2210,1,1
33,Travel_Frequently,Sales,25,3,Female,Sales Executive,Married,4539,10,0
36,Travel_Rarely,Research & Development,6,4,Male,Laboratory Technician,Divorced,2741,7,0
30,Travel_Rarely,Research & Development,7,4,Male,Laboratory Technician,Divorced,3491,10,0
44,Travel_Rarely,Research & Development,29,4,Male,Research Scientist,Single,4541,20,0
20,Travel_Rarely,Sales,21,3,Male,Sales Representative,Single,2678,2,0
46,Travel_Rarely,Research & Development,2,4,Male,Manufacturing Director,Divorced,7379,6,0
42,Non-Travel,Human Resources,2,5,Male,Human Resources,Married,6272,4,0
60,Travel_Rarely,Sales,7,4,Male,Sales Executive,Divorced,5220,11,0
32,Travel_Frequently,Research & Development,13,3,Female,Laboratory Technician,Married,2743,2,0
32,Travel_Frequently,Research & Development,2,2,Female,Research Scientist,Single,4998,8,0
36,Travel_Rarely,Research & Development,1,3,Female,Manufacturing Director,Divorced,10252,7,0
33,Travel_Rarely,Research & Development,9,3,Male,Research Scientist,Married,2781,14,0
40,Travel_Rarely,Sales,10,3,Female,Sales Executive,Divorced,6852,5,0
25,Travel_Rarely,Sales,10,4,Male,Sales Executive,Single,4950,4,0
30,Travel_Rarely,Research & Development,1,3,Male,Research Scientist,Married,3579,11,0
42,Travel_Frequently,Research & Development,26,5,Female,Research Director,Married,13191,1,0
35,Non-Travel,Sales,8,2,Female,Sales Executive,Married,10377,13,0
27,Travel_Rarely,Research & Development,14,3,Male,Research Scientist,Married,2235,9,0
54,Travel_Frequently,Research & Development,1,4,Female,Manufacturing Director,Divorced,10502,5,0
44,Travel_Rarely,Research & Development,2,1,Female,Research Scientist,Married,2011,10,0
19,Non-Travel,Research & Development,10,3,Female,Research Scientist,Single,1859,1,1
29,Travel_Rarely,Research & Development,1,3,Female,Research Scientist,Divorced,3760,3,0
54,Travel_Rarely,Research & Development,3,3,Male,Research Director,Married,17779,10,0
31,Travel_Rarely,Research & Development,11,2,Male,Healthcare Representative,Married,6833,6,0
31,Travel_Rarely,Research & Development,24,3,Female,Healthcare Representative,Single,6812,10,0
59,Travel_Rarely,Sales,3,3,Female,Sales Executive,Single,5171,6,0
43,Travel_Rarely,Research & Development,3,3,Male,Research Director,Married,19740,8,0
49,Travel_Rarely,Research & Development,4,2,Male,Manager,Married,18711,1,0
36,Travel_Frequently,Research & Development,3,3,Male,Research Scientist,Married,3692,11,0
48,Travel_Rarely,Research & Development,2,2,Male,Laboratory Technician,Single,2559,1,0
27,Travel_Rarely,Research & Development,4,2,Male,Research Scientist,Divorced,2517,5,0
29,Travel_Rarely,Research & Development,7,3,Male,Healthcare Representative,Divorced,6623,6,0
48,Travel_Rarely,Research & Development,1,3,Male,Research Director,Single,18265,1,0
29,Travel_Rarely,Research & Development,1,3,Female,Research Director,Divorced,16124,7,0
34,Travel_Rarely,Research & Development,20,3,Female,Research Scientist,Married,2585,1,0
44,Travel_Rarely,Sales,5,3,Male,Manager,Married,18213,22,0
33,Travel_Rarely,Sales,10,5,Male,Sales Executive,Divorced,8380,9,0
19,Travel_Rarely,Research & Development,25,3,Female,Research Scientist,Single,2994,1,0
23,Travel_Rarely,Research & Development,1,2,Male,Research Scientist,Married,1223,1,0
25,Travel_Frequently,Sales,24,1,Male,Sales Representative,Single,1118,1,1
26,Travel_Rarely,Research & Development,4,2,Male,Research Scientist,Single,2875,8,0
45,Travel_Rarely,Sales,2,3,Female,Manager,Single,18824,24,1
55,Non-Travel,Research & Development,8,1,Male,Healthcare Representative,Divorced,13577,33,0
21,Travel_Frequently,Research & Development,10,2,Female,Laboratory Technician,Single,2625,2,1
46,Travel_Rarely,Sales,4,2,Female,Manager,Married,18789,11,0
34,Travel_Rarely,Sales,2,3,Female,Sales Executive,Single,4538,3,0
51,Travel_Frequently,Sales,9,3,Male,Manager,Divorced,19847,29,0
59,Travel_Rarely,Research & Development,18,4,Male,Manufacturing Director,Single,10512,9,0
34,Travel_Frequently,Research & Development,19,3,Female,Laboratory Technician,Divorced,4444,11,0
28,Travel_Frequently,Research & Development,1,4,Male,Laboratory Technician,Single,2154,4,0
44,Travel_Rarely,Research & Development,4,2,Male,Manager,Divorced,19190,25,0
34,Travel_Frequently,Human Resources,11,3,Male,Human Resources,Married,4490,10,0
35,Travel_Rarely,Research & Development,6,1,Male,Research Scientist,Married,3506,3,0
42,Travel_Rarely,Research & Development,7,4,Female,Research Scientist,Married,2372,1,0
43,Travel_Rarely,Sales,4,4,Female,Sales Executive,Single,10231,21,0
36,Travel_Rarely,Research & Development,2,4,Female,Manufacturing Director,Single,5410,16,0
44,Travel_Rarely,Research & Development,15,3,Female,Healthcare Representative,Married,7978,10,1
28,Travel_Frequently,Research & Development,2,3,Male,Laboratory Technician,Married,3867,2,0
51,Travel_Frequently,Research & Development,6,2,Female,Laboratory Technician,Single,2838,7,0
30,Non-Travel,Research & Development,9,2,Female,Manufacturing Director,Single,4695,8,0
29,Travel_Rarely,Research & Development,7,3,Female,Laboratory Technician,Divorced,3339,7,1
28,Travel_Rarely,Research & Development,1,3,Male,Research Scientist,Single,2080,3,0
25,Travel_Rarely,Research & Development,1,3,Female,Research Scientist,Single,2096,2,0
32,Travel_Rarely,Sales,8,3,Male,Sales Executive,Married,6209,10,0
45,Travel_Frequently,Research & Development,25,3,Female,Manager,Single,18061,0,0
39,Travel_Rarely,Research & Development,13,4,Female,Manager,Divorced,17123,19,0
58,Travel_Rarely,Research & Development,23,4,Male,Research Scientist,Divorced,2372,2,0
32,Travel_Rarely,Research & Development,7,2,Male,Laboratory Technician,Married,4883,10,1
39,Travel_Rarely,Research & Development,23,3,Male,Research Scientist,Single,3904,5,1
30,Travel_Rarely,Research & Development,6,3,Female,Laboratory Technician,Married,4627,9,0
36,Travel_Rarely,Research & Development,10,4,Female,Healthcare Representative,Married,7094,7,0
46,Travel_Rarely,Human Resources,1,2,Female,Human Resources,Single,3423,7,0
28,Non-Travel,Research & Development,1,3,Female,Laboratory Technician,Married,6674,9,0
50,Travel_Rarely,Research & Development,28,3,Female,Research Director,Married,16880,3,0
40,Travel_Rarely,Sales,25,4,Male,Sales Executive,Single,9094,5,1
52,Travel_Rarely,Sales,5,3,Male,Sales Executive,Single,8446,8,1
30,Travel_Rarely,Research & Development,17,4,Female,Manager,Married,11916,9,0
39,Travel_Rarely,Research & Development,18,2,Male,Manufacturing Director,Single,4534,8,0
31,Non-Travel,Sales,2,4,Female,Sales Executive,Divorced,9852,10,0
41,Non-Travel,Sales,10,2,Male,Sales Executive,Single,6151,19,0
31,Travel_Frequently,Sales,1,3,Female,Sales Representative,Single,2302,3,1
44,Travel_Rarely,Research & Development,3,3,Male,Laboratory Technician,Married,2362,3,1
42,Non-Travel,Research & Development,2,1,Male,Manager,Married,17861,20,0
55,Travel_Rarely,Research & Development,2,2,Female,Manager,Married,19187,19,0
56,Travel_Rarely,Human Resources,8,4,Male,Manager,Single,19717,7,0
40,Non-Travel,Research & Development,16,2,Male,Research Scientist,Divorced,3544,4,0
34,Travel_Rarely,Research & Development,9,3,Male,Healthcare Representative,Divorced,8500,9,0
40,Travel_Rarely,Research & Development,2,3,Male,Research Scientist,Single,4661,9,0
41,Travel_Frequently,Sales,1,3,Female,Sales Executive,Divorced,4103,9,0
35,Travel_Frequently,Research & Development,4,4,Male,Research Scientist,Single,4249,9,0
51,Travel_Rarely,Human Resources,5,3,Male,Manager,Divorced,14026,33,0
38,Travel_Rarely,Sales,2,2,Female,Sales Executive,Divorced,6893,7,0
34,Travel_Rarely,Sales,15,2,Female,Sales Executive,Single,6125,10,0
25,Travel_Rarely,Research & Development,19,1,Male,Laboratory Technician,Married,3669,3,0
58,Travel_Rarely,Research & Development,7,4,Female,Manufacturing Director,Married,10008,10,1
40,Travel_Rarely,Research & Development,1,4,Male,Laboratory Technician,Married,2387,4,0
36,Travel_Frequently,Sales,7,3,Female,Sales Executive,Married,4639,15,0
48,Travel_Rarely,Research & Development,4,3,Male,Manufacturing Director,Single,7898,10,0
27,Travel_Rarely,Sales,11,3,Female,Sales Representative,Married,2534,1,0
51,Travel_Rarely,Research & Development,11,2,Female,Manufacturing Director,Single,13142,5,0
18,Non-Travel,Research & Development,1,3,Female,Laboratory Technician,Single,1611,0,0
35,Travel_Rarely,Research & Development,1,3,Female,Laboratory Technician,Married,5363,9,0
27,Travel_Frequently,Sales,2,1,Male,Sales Executive,Single,5071,6,0
55,Travel_Rarely,Sales,13,4,Male,Sales Executive,Single,13695,19,1
56,Travel_Rarely,Research & Development,23,3,Male,Manufacturing Director,Married,13402,19,0
34,Non-Travel,Research & Development,26,1,Female,Research Scientist,Divorced,2029,5,0
40,Travel_Rarely,Research & Development,2,1,Female,Healthcare Representative,Divorced,6377,12,0
34,Travel_Rarely,Research & Development,29,3,Male,Laboratory Technician,Married,5429,8,0
31,Travel_Frequently,Sales,2,3,Female,Sales Representative,Single,2785,1,1
35,Travel_Frequently,Sales,18,4,Female,Sales Executive,Married,4614,4,1
38,Travel_Frequently,Research & Development,7,3,Male,Research Scientist,Divorced,2610,4,0
34,Travel_Rarely,Research & Development,2,4,Female,Healthcare Representative,Single,6687,14,0
28,Travel_Rarely,Sales,26,3,Male,Sales Executive,Married,4724,5,0
31,Travel_Rarely,Research & Development,22,4,Male,Manufacturing Director,Married,6179,10,1
39,Travel_Rarely,Sales,21,4,Male,Sales Executive,Married,6120,5,0
51,Travel_Frequently,Sales,2,3,Male,Sales Executive,Married,10596,4,0
41,Travel_Frequently,Research & Development,22,3,Female,Research Scientist,Divorced,5467,6,0
37,Travel_Rarely,Research & Development,4,1,Male,Research Scientist,Married,2996,6,0
33,Travel_Frequently,Sales,5,1,Male,Sales Executive,Married,9998,5,0
32,Travel_Rarely,Sales,2,1,Male,Sales Executive,Married,4078,3,0
39,Non-Travel,Research & Development,25,2,Male,Healthcare Representative,Married,10920,6,0
25,Travel_Rarely,Sales,18,1,Male,Sales Executive,Married,6232,3,0
52,Travel_Frequently,Research & Development,28,2,Female,Manufacturing Director,Married,13247,5,0
43,Travel_Rarely,Research & Development,6,3,Female,Research Scientist,Single,4081,20,0
27,Travel_Rarely,Sales,10,3,Female,Sales Executive,Married,5769,6,0
27,Travel_Rarely,Research & Development,17,4,Female,Research Scientist,Single,2394,8,1
26,Travel_Rarely,Research & Development,2,1,Male,Research Scientist,Single,3904,4,0
42,Travel_Rarely,Human Resources,10,3,Female,Manager,Married,16799,20,0
52,Travel_Rarely,Research & Development,8,4,Female,Laboratory Technician,Married,2950,5,0
37,Travel_Rarely,Research & Development,11,3,Female,Laboratory Technician,Single,3629,3,0
35,Travel_Frequently,Research & Development,18,2,Male,Manufacturing Director,Single,9362,2,0
25,Travel_Rarely,Research & Development,1,3,Male,Laboratory Technician,Married,3229,3,0
26,Travel_Rarely,Research & Development,7,3,Male,Laboratory Technician,Single,3578,7,0
29,Travel_Rarely,Human Resources,17,3,Male,Human Resources,Single,7988,10,0
49,Travel_Frequently,Research & Development,28,2,Male,Laboratory Technician,Single,4284,4,1
29,Travel_Frequently,Research & Development,14,1,Female,Healthcare Representative,Single,7553,8,1
54,Travel_Rarely,Research & Development,1,3,Female,Research Director,Single,17328,20,0
58,Travel_Rarely,Research & Development,1,3,Female,Research Director,Married,19701,9,0
55,Travel_Rarely,Research & Development,1,4,Male,Research Director,Divorced,14732,7,0
36,Travel_Rarely,Sales,3,4,Female,Sales Executive,Single,9278,5,0
31,Travel_Frequently,Sales,1,4,Female,Sales Representative,Single,1359,1,1
30,Travel_Rarely,Sales,7,4,Female,Sales Executive,Divorced,4779,3,0
31,Travel_Rarely,Research & Development,8,5,Female,Research Director,Single,16422,3,0
34,Travel_Frequently,Research & Development,1,4,Male,Research Scientist,Divorced,2996,4,0
31,Travel_Rarely,Research & Development,8,3,Female,Research Scientist,Single,1261,1,1
